AUROC,AUPRC,pAUROC,labels,setting
0.539086639881,0.112828068435,0.036284442991,ModT,1.07177346254
0.537931799889,0.110471494496,0.0278288889676,CyberT P-value,1.07177346254
0.539525508881,0.119381263852,0.0425733327866,Two sample t-test,1.07177346254
0.538167953491,0.112186811864,0.0321577787399,One sample t-test,1.07177346254
0.536385059357,0.109539836645,0.0281866658479,Absolute fold change,1.07177346254
0.525232732296,0.110913090408,0.0307622216642,ModT,1.07177346254
0.523471415043,0.112582325935,0.0317711122334,CyberT P-value,1.07177346254
0.521678924561,0.111384481192,0.0341533347964,Two sample t-test,1.07177346254
0.519942939281,0.110741771758,0.0327799990773,One sample t-test,1.07177346254
0.52241486311,0.108730822802,0.027317777276,Absolute fold change,1.07177346254
0.528897941113,0.108797669411,0.0290688890964,ModT,1.07177346254
0.526794910431,0.107758939266,0.0295377783477,CyberT P-value,1.07177346254
0.526799023151,0.115285873413,0.0457733348012,Two sample t-test,1.07177346254
0.525689661503,0.109851166606,0.035184442997,One sample t-test,1.07177346254
0.526837170124,0.106416016817,0.0251777786762,Absolute fold change,1.07177346254
0.541151642799,0.117272503674,0.0352844446898,ModT,1.07177346254
0.538699150085,0.112539701164,0.0315355546772,CyberT P-value,1.07177346254
0.534197986126,0.112551823258,0.0364466682076,Two sample t-test,1.07177346254
0.536993026733,0.113336198032,0.0362155549228,One sample t-test,1.07177346254
0.538555383682,0.112088173628,0.0282311104238,Absolute fold change,1.07177346254
0.532794892788,0.113466762006,0.0367444455624,ModT,1.07177346254
0.534426748753,0.113672420382,0.0401244461536,CyberT P-value,1.07177346254
0.525174379349,0.114228531718,0.041546665132,Two sample t-test,1.07177346254
0.51943987608,0.106948778033,0.0264155548066,One sample t-test,1.07177346254
0.53490704298,0.113162115216,0.0375555567443,Absolute fold change,1.07177346254
0.531400442123,0.111852876842,0.0312711112201,ModT,1.07177346254
0.530439794064,0.111077673733,0.0331399999559,CyberT P-value,1.07177346254
0.535064637661,0.11900728941,0.0445177778602,Two sample t-test,1.07177346254
0.527463376522,0.112662635744,0.0400311127305,One sample t-test,1.07177346254
0.526669979095,0.107878521085,0.0264022219926,Absolute fold change,1.07177346254
0.539760231972,0.118639096618,0.0439844429493,ModT,1.07177346254
0.537948787212,0.120557323098,0.0434333346784,CyberT P-value,1.07177346254
0.540529310703,0.118669047952,0.0426466651261,Two sample t-test,1.07177346254
0.534604310989,0.112271785736,0.0281133335084,One sample t-test,1.07177346254
0.53601795435,0.117681160569,0.0413244441152,Absolute fold change,1.07177346254
0.520441770554,0.106258533895,0.0294466670603,ModT,1.07177346254
0.522935926914,0.106581740081,0.0295822229236,CyberT P-value,1.07177346254
0.520291149616,0.108399793506,0.0336311124265,Two sample t-test,1.07177346254
0.516740322113,0.106060966849,0.0351977795362,One sample t-test,1.07177346254
0.522211194038,0.105009682477,0.0302977785468,Absolute fold change,1.07177346254
0.54774492979,0.115120075643,0.0318533331156,ModT,1.07177346254
0.551055848598,0.114482022822,0.0289444439113,CyberT P-value,1.07177346254
0.539710938931,0.121804378927,0.0448822230101,Two sample t-test,1.07177346254
0.5338280797,0.11808090657,0.0452822223306,One sample t-test,1.07177346254
0.551264226437,0.112962536514,0.0220666658133,Absolute fold change,1.07177346254
0.537773251534,0.116267323494,0.0395444445312,ModT,1.07177346254
0.533972501755,0.110442698002,0.0305466670543,CyberT P-value,1.07177346254
0.532122850418,0.114939026535,0.0414066649973,Two sample t-test,1.07177346254
0.534617900848,0.114591889083,0.0315800011158,One sample t-test,1.07177346254
0.531731307507,0.107911750674,0.0256577786058,Absolute fold change,1.07177346254
0.543583512306,0.116095125675,0.0327777788043,ModT,1.07177346254
0.544529974461,0.116591975093,0.0335355550051,CyberT P-value,1.07177346254
0.543977379799,0.121666155756,0.0454911105335,Two sample t-test,1.07177346254
0.534701704979,0.114593021572,0.0358311124146,One sample t-test,1.07177346254
0.541932821274,0.1149122715,0.0371888875961,Absolute fold change,1.07177346254
0.523501515388,0.107962980866,0.0252777785063,ModT,1.07177346254
0.521774470806,0.108012646437,0.0300911106169,CyberT P-value,1.07177346254
0.521328747272,0.113125935197,0.042995557189,Two sample t-test,1.07177346254
0.518537640572,0.106602497399,0.0297111105174,One sample t-test,1.07177346254
0.518923223019,0.105933956802,0.0275311116129,Absolute fold change,1.07177346254
0.523986279964,0.110114850104,0.0331533327699,ModT,1.07177346254
0.521992981434,0.108282536268,0.029071111232,CyberT P-value,1.07177346254
0.520047128201,0.114632792771,0.0468355566263,Two sample t-test,1.07177346254
0.521880924702,0.113613069057,0.0370466671884,One sample t-test,1.07177346254
0.520739734173,0.107017152011,0.0252955555916,Absolute fold change,1.07177346254
0.537721931934,0.10963306576,0.0241088885814,ModT,1.07177346254
0.536763250828,0.108356386423,0.0230688881129,CyberT P-value,1.07177346254
0.540610134602,0.116160772741,0.0402466654778,Two sample t-test,1.07177346254
0.540418565273,0.112811625004,0.0305022224784,One sample t-test,1.07177346254
0.535459518433,0.108528584242,0.0251800008118,Absolute fold change,1.07177346254
0.527364850044,0.113787561655,0.0359866656363,ModT,1.07177346254
0.527651250362,0.114215798676,0.0379777774215,CyberT P-value,1.07177346254
0.526952624321,0.116192601621,0.0422466658056,Two sample t-test,1.07177346254
0.521322488785,0.112066410482,0.0388688892126,One sample t-test,1.07177346254
0.527310788631,0.111982494593,0.0352422222495,Absolute fold change,1.07177346254
0.544980883598,0.114121757448,0.0310777779669,ModT,1.07177346254
0.541620194912,0.11146787554,0.0268088895828,CyberT P-value,1.07177346254
0.54889279604,0.124313212931,0.0432488881052,Two sample t-test,1.07177346254
0.539688467979,0.114079654217,0.0361933335662,One sample t-test,1.07177346254
0.537724077702,0.108675912023,0.0236022230238,Absolute fold change,1.07177346254
0.532303631306,0.112600855529,0.0356799997389,ModT,1.07177346254
0.532243490219,0.111387841403,0.0351955555379,CyberT P-value,1.07177346254
0.530924797058,0.117494136095,0.0433088876307,Two sample t-test,1.07177346254
0.523128688335,0.113097436726,0.0377533324063,One sample t-test,1.07177346254
0.52932626009,0.108895160258,0.0267111118883,Absolute fold change,1.07177346254
0.539230763912,0.113962635398,0.0334977768362,ModT,1.07177346254
0.536366999149,0.112916432321,0.034371111542,CyberT P-value,1.07177346254
0.543044745922,0.118458993733,0.0395777784288,Two sample t-test,1.07177346254
0.538330495358,0.112643092871,0.031833332032,One sample t-test,1.07177346254
0.533146798611,0.109131611884,0.0269866660237,Absolute fold change,1.07177346254
0.542042374611,0.114618487656,0.0331711098552,ModT,1.07177346254
0.54112893343,0.113766349852,0.0342422239482,CyberT P-value,1.07177346254
0.539841771126,0.118531107903,0.0408844426274,Two sample t-test,1.07177346254
0.537932395935,0.117335595191,0.035495556891,One sample t-test,1.07177346254
0.540705859661,0.112424574792,0.0337888896465,Absolute fold change,1.07177346254
0.535728514194,0.11388617754,0.0339555554092,ModT,1.07177346254
0.536085009575,0.112308613956,0.0328399986029,CyberT P-value,1.07177346254
0.533972024918,0.1152516976,0.0384444445372,Two sample t-test,1.07177346254
0.526556193829,0.107333742082,0.0238622222096,One sample t-test,1.07177346254
0.533614933491,0.110408000648,0.0314977765083,Absolute fold change,1.07177346254
0.528286337852,0.108413495123,0.0282377786934,ModT,1.07177346254
0.528217196465,0.107913516462,0.0307022221386,CyberT P-value,1.07177346254
0.533105254173,0.114684514701,0.0407644435763,Two sample t-test,1.07177346254
0.527362883091,0.110294803977,0.0339866653085,One sample t-test,1.07177346254
0.525340437889,0.105846516788,0.0254688896239,Absolute fold change,1.07177346254
0.534825563431,0.111142553389,0.0279822219163,ModT,1.07177346254
0.533176660538,0.109669275582,0.028593333438,CyberT P-value,1.07177346254
