AUROC,AUPRC,pAUROC,labels,setting
0.889028012753,0.636672258377,0.473962217569,ModT,"Inv gam var, lap"
0.894203424454,0.637850880623,0.476444453001,CyberT P-value,"Inv gam var, lap"
0.862291038036,0.585271894932,0.429375559092,Two sample t-test,"Inv gam var, lap"
0.833371341228,0.411454588175,0.241673335433,One sample t-test,"Inv gam var, lap"
0.887500524521,0.525985717773,0.361128896475,Absolute fold change,"Inv gam var, lap"
0.899259269238,0.637712955475,0.490593343973,ModT,"Inv gam var, lap"
0.901559591293,0.636137723923,0.474444448948,CyberT P-value,"Inv gam var, lap"
0.869321644306,0.582176506519,0.423011124134,Two sample t-test,"Inv gam var, lap"
0.839135169983,0.407329827547,0.239062219858,One sample t-test,"Inv gam var, lap"
0.894316911697,0.520186007023,0.345224440098,Absolute fold change,"Inv gam var, lap"
0.903229951859,0.655094563961,0.503617763519,ModT,"Inv gam var, lap"
0.906139314175,0.663599073887,0.497240006924,CyberT P-value,"Inv gam var, lap"
0.874762415886,0.608918726444,0.449255555868,Two sample t-test,"Inv gam var, lap"
0.846101105213,0.412627607584,0.236235558987,One sample t-test,"Inv gam var, lap"
0.899945735931,0.540101587772,0.373768895864,Absolute fold change,"Inv gam var, lap"
0.899084210396,0.659912228584,0.524900019169,ModT,"Inv gam var, lap"
0.901364862919,0.657009899616,0.508899986744,CyberT P-value,"Inv gam var, lap"
0.875567615032,0.608264565468,0.461573332548,Two sample t-test,"Inv gam var, lap"
0.845636606216,0.414037257433,0.244944438338,One sample t-test,"Inv gam var, lap"
0.893599033356,0.547210693359,0.389871120453,Absolute fold change,"Inv gam var, lap"
0.901338994503,0.640070855618,0.481299996376,ModT,"Inv gam var, lap"
0.905826330185,0.64696854353,0.476837784052,CyberT P-value,"Inv gam var, lap"
0.875558972359,0.592599570751,0.423637777567,Two sample t-test,"Inv gam var, lap"
0.84445220232,0.411168783903,0.238820001483,One sample t-test,"Inv gam var, lap"
0.896498262882,0.510814428329,0.340373337269,Absolute fold change,"Inv gam var, lap"
0.897539258003,0.635931015015,0.491104453802,ModT,"Inv gam var, lap"
