AUROC,AUPRC,pAUROC,labels,setting
0.988288879395,0.936301290989,0.8779733181,ModT,inv_gamma_0.05
0.990227639675,0.937999784946,0.897379994392,CyberT P-value,inv_gamma_0.05
0.967803001404,0.818918704987,0.681577801704,Two sample t-test,inv_gamma_0.05
0.939548432827,0.611011385918,0.404128879309,One sample t-test,inv_gamma_0.05
0.990273654461,0.897996008396,0.866871118546,Absolute fold change,inv_gamma_0.05
0.987357139587,0.928704500198,0.872524440289,ModT,inv_gamma_0.05
0.989668428898,0.943769216537,0.893944442272,CyberT P-value,inv_gamma_0.05
0.967567980289,0.809005975723,0.672344446182,Two sample t-test,inv_gamma_0.05
0.936897277832,0.58506333828,0.383899986744,One sample t-test,inv_gamma_0.05
0.988565802574,0.905100345612,0.859482228756,Absolute fold change,inv_gamma_0.05
0.985609173775,0.929424703121,0.872228860855,ModT,inv_gamma_0.05
0.989495635033,0.951399505138,0.90580445528,CyberT P-value,inv_gamma_0.05
0.965979993343,0.808235168457,0.659844458103,Two sample t-test,inv_gamma_0.05
0.933030486107,0.582461059093,0.367773324251,One sample t-test,inv_gamma_0.05
0.989067494869,0.915513634682,0.875953316689,Absolute fold change,inv_gamma_0.05
0.983364582062,0.925399959087,0.855302214622,ModT,inv_gamma_0.05
0.986751914024,0.938264012337,0.883564472198,CyberT P-value,inv_gamma_0.05
0.963592290878,0.788240611553,0.656206667423,Two sample t-test,inv_gamma_0.05
0.931775331497,0.556759595871,0.349291115999,One sample t-test,inv_gamma_0.05
0.985703349113,0.907100081444,0.844035565853,Absolute fold change,inv_gamma_0.05
0.983179986477,0.921497642994,0.860111117363,ModT,inv_gamma_0.05
0.988224804401,0.938864648342,0.888484418392,CyberT P-value,inv_gamma_0.05
0.964234471321,0.809697151184,0.671597778797,Two sample t-test,inv_gamma_0.05
0.930106639862,0.582021951675,0.37578445673,One sample t-test,inv_gamma_0.05
0.988564670086,0.910318434238,0.861522197723,Absolute fold change,inv_gamma_0.05
0.9887368083,0.928993284702,0.872606694698,ModT,inv_gamma_0.05
0.99077808857,0.940373122692,0.89061331749,CyberT P-value,inv_gamma_0.05
0.967296779156,0.799815297127,0.659624457359,Two sample t-test,inv_gamma_0.05
0.93708884716,0.589595675468,0.384620010853,One sample t-test,inv_gamma_0.05
0.990137040615,0.899893403053,0.857757806778,Absolute fold change,inv_gamma_0.05
0.98824763298,0.926579713821,0.86409330368,ModT,inv_gamma_0.05
0.990726470947,0.940759658813,0.890568912029,CyberT P-value,inv_gamma_0.05
0.968137860298,0.789795815945,0.641895532608,Two sample t-test,inv_gamma_0.05
0.938146293163,0.574956297874,0.373826652765,One sample t-test,inv_gamma_0.05
0.989331066608,0.900830566883,0.852208912373,Absolute fold change,inv_gamma_0.05
0.985532104969,0.920912504196,0.864955544472,ModT,inv_gamma_0.05
0.988045156002,0.939652383327,0.894364416599,CyberT P-value,inv_gamma_0.05
0.966019868851,0.814971745014,0.670753359795,Two sample t-test,inv_gamma_0.05
0.93573063612,0.591277480125,0.384215563536,One sample t-test,inv_gamma_0.05
0.987148225307,0.907121360302,0.859395563602,Absolute fold change,inv_gamma_0.05
0.986448645592,0.935238838196,0.87546223402,ModT,inv_gamma_0.05
0.988105773926,0.941180586815,0.887882232666,CyberT P-value,inv_gamma_0.05
0.964984893799,0.806264102459,0.667711138725,Two sample t-test,inv_gamma_0.05
0.93520706892,0.585795104504,0.388031125069,One sample t-test,inv_gamma_0.05
0.988207280636,0.918834090233,0.865126669407,Absolute fold change,inv_gamma_0.05
0.987820088863,0.932890415192,0.88175112009,ModT,inv_gamma_0.05
0.989979207516,0.93711656332,0.89699113369,CyberT P-value,inv_gamma_0.05
0.966363251209,0.805775105953,0.668215572834,Two sample t-test,inv_gamma_0.05
0.938155770302,0.603923618793,0.388651102781,One sample t-test,inv_gamma_0.05
0.989317774773,0.891940116882,0.851480007172,Absolute fold change,inv_gamma_0.05
0.987083554268,0.933798253536,0.875277757645,ModT,inv_gamma_0.05
0.988708794117,0.941564559937,0.895575582981,CyberT P-value,inv_gamma_0.05
0.968384504318,0.823435246944,0.691193342209,Two sample t-test,inv_gamma_0.05
0.940716266632,0.623944103718,0.418844431639,One sample t-test,inv_gamma_0.05
0.987731099129,0.90359723568,0.851891100407,Absolute fold change,inv_gamma_0.05
0.990637362003,0.94944268465,0.89781999588,ModT,inv_gamma_0.05
0.993000805378,0.962134122849,0.924080014229,CyberT P-value,inv_gamma_0.05
0.968370497227,0.803729295731,0.660533308983,Two sample t-test,inv_gamma_0.05
0.93924510479,0.576040685177,0.364968895912,One sample t-test,inv_gamma_0.05
0.991460084915,0.923851430416,0.880686640739,Absolute fold change,inv_gamma_0.05
0.987309396267,0.939225435257,0.877748906612,ModT,inv_gamma_0.05
0.989121735096,0.947955071926,0.896228909492,CyberT P-value,inv_gamma_0.05
0.96444195509,0.799305796623,0.657973349094,Two sample t-test,inv_gamma_0.05
0.936918854713,0.574218988419,0.375726670027,One sample t-test,inv_gamma_0.05
0.988446950912,0.916842460632,0.860137760639,Absolute fold change,inv_gamma_0.05
0.989142298698,0.935618877411,0.87247556448,ModT,inv_gamma_0.05
0.990831971169,0.946983754635,0.892397761345,CyberT P-value,inv_gamma_0.05
0.967443823814,0.804361522198,0.664948880672,Two sample t-test,inv_gamma_0.05
0.937780678272,0.583966851234,0.378162235022,One sample t-test,inv_gamma_0.05
0.989912390709,0.904830217361,0.85174447298,Absolute fold change,inv_gamma_0.05
0.984642326832,0.933640182018,0.88095998764,ModT,inv_gamma_0.05
0.986034810543,0.938476085663,0.906131088734,CyberT P-value,inv_gamma_0.05
0.96505343914,0.817389428616,0.679631114006,Two sample t-test,inv_gamma_0.05
0.938443958759,0.605436146259,0.409524440765,One sample t-test,inv_gamma_0.05
0.985783755779,0.913989543915,0.872940003872,Absolute fold change,inv_gamma_0.05
0.984443306923,0.91486287117,0.851384460926,ModT,inv_gamma_0.05
0.988067805767,0.933877944946,0.885031104088,CyberT P-value,inv_gamma_0.05
0.962598979473,0.791552424431,0.644893348217,Two sample t-test,inv_gamma_0.05
0.931878805161,0.575829803944,0.36106222868,One sample t-test,inv_gamma_0.05
